cid,x1
2824,0.0001
2827,0.0002
2820,0.0000
2821,0.0002
2822,0.0000
5414,0.0001
5415,0.0011
5416,0.0004
5417,0.0000
3382,0.0002
3380,0.0000
5413,0.0001
5418,0.0004
3388,0.0001
3389,0.0007
1409,0.0001
1408,0.0002
3962,0.0002
1401,0.0005
1400,0.0002
1406,0.0001
1405,0.0001
1404,0.0007
13904,0.0002
1546,0.0001
13906,0.0004
13900,0.0004
4210,0.0001
4213,0.0002
13903,0.0059
13908,0.0003
13909,0.0002
3260,0.0002
5577,0.0017
5576,0.0012
5575,0.0018
5574,0.0000
5573,0.0011
1931,0.0001
5571,0.0001
5570,0.0003
10039,0.0001
3969,0.0010
10786,0.0001
13382,0.0000
339,0.0003
338,0.0001
337,0.0005
336,0.0052
5003,0.0001
330,0.0001
333,0.0002
332,0.0066
11117,0.0000
11229,0.0073
11228,0.0000
11227,0.0003
11226,0.0003
11225,0.0000
11224,0.0004
11223,0.0007
11222,0.0000
11220,0.0005
10036,0.0001
1496,0.0000
1497,0.0001
12758,0.0004
12322,0.0003
12756,0.0002
6106,0.0002
6105,0.0003
6104,0.0004
6103,0.0428
12753,0.0007
6101,0.0005
12751,0.0003
10938,0.0002
10934,0.0003
10935,0.0002
10937,0.0002
10933,0.0003
9119,0.0002
9118,0.0001
9449,0.0003
9448,0.0001
9446,0.0008
9113,0.0014
9112,0.0004
9443,0.0001
9442,0.0025
9117,0.0093
12286,0.0189
12287,0.0047
12282,0.0002
12283,0.0001
12288,0.0002
12289,0.0003
11923,0.0005
6109,0.0019
5905,0.0001
6108,0.0004
7958,0.0011
12754,0.0001
10317,0.0001
12755,0.0000
6102,0.0001
3416,0.0002
8022,0.0009
3415,0.0001
3412,0.0003
3413,0.0001
8023,0.0003
6100,0.0003
12827,0.0000
8026,0.0002
8535,0.0006
13489,0.0003
10665,0.0022
4868,0.0008
10667,0.0003
2019,0.0020
2018,0.0001
13481,0.0004
2014,0.0001
4860,0.0000
8537,0.0017
10668,0.0002
2010,0.0008
13487,0.0001
13486,0.0000
9454,0.0001
13157,0.0001
10259,0.0002
13155,0.0001
13154,0.0001
13152,0.0005
13151,0.0000
13150,0.0002
13159,0.0000
13158,0.0006
10593,0.0012
10590,0.0003
10597,0.0001
10598,0.0001
9035,0.0003
10251,0.0001
10253,0.0004
10252,0.0001
7010,0.0001
7011,0.0001
12992,0.0045
12993,0.0041
12994,0.0002
12995,0.0005
12997,0.0147
12998,0.0000
12999,0.0001
458,0.0002
459,0.0002
4468,0.0002
450,0.0003
1341,0.0004
1342,0.0009
453,0.0005
1344,0.0004
455,0.0001
1346,0.0002
457,0.0019
8119,0.0000
6929,0.0025
6928,0.0126
4467,0.0005
8112,0.0031
8113,0.0001
6927,0.0003
6926,0.0001
6921,0.0000
8117,0.0002
6923,0.0021
8115,0.0003
2157,0.0002
7712,0.0005
7714,0.0000
7717,0.0007
7716,0.0001
4462,0.0020
4463,0.0001
13319,0.0000
5168,0.0003
4460,0.0001
4461,0.0002
8376,0.0022
8377,0.0000
8373,0.0001
8371,0.0009
8379,0.0000
7507,0.0002
7500,0.0001
9435,0.0002
4008,0.0000
4009,0.0001
9572,0.0003
4000,0.0162
13710,0.0003
13713,0.0001
4003,0.0000
4004,0.0001
4005,0.0000
4006,0.0003
4007,0.0019
3970,0.0004
3975,0.0002
3974,0.0003
3978,0.0000
3629,0.0018
13992,0.0001
3621,0.0001
3620,0.0003
3622,0.0001
3627,0.0001
3626,0.0002
4281,0.0001
13996,0.0001
11412,0.0000
4284,0.0011
11417,0.0001
11419,0.0001
4285,0.0001
13999,0.0000
6446,0.0000
13368,0.0029
4478,0.0003
4471,0.0001
13361,0.0002
4473,0.0002
13363,0.0007
13364,0.0003
4474,0.0001
13366,0.0010
4476,0.0001
2465,0.0002
2460,0.0002
2461,0.0003
2462,0.0001
5345,0.0001
2468,0.0001
1026,0.0000
5340,0.0001
5341,0.0000
6312,0.0001
12142,0.0010
12141,0.0002
6311,0.0318
12147,0.0002
6317,0.0000
12145,0.0007
6315,0.0005
8146,0.0002
6319,0.0001
3411,0.0001
9653,0.0024
9650,0.0001
9651,0.0001
9308,0.0003
9309,0.0004
8531,0.0003
9655,0.0000
10123,0.0002
10430,0.0002
9659,0.0001
10127,0.0002
9301,0.0002
10125,0.0002
10436,0.0006
8969,0.0001
8968,0.0001
8963,0.0011
8962,0.0001
8961,0.0001
8960,0.0008
6440,0.0000
8966,0.0002
8965,0.0000
8964,0.0002
9578,0.0002
5846,0.0001
1645,0.0010
1647,0.0006
1646,0.0001
1640,0.0000
1643,0.0002
1649,0.0000
8534,0.0001
792,0.0000
578,0.0002
573,0.0000
571,0.0000
570,0.0002
576,0.0004
2808,0.0003
4366,0.0014
2802,0.0009
2803,0.0001
2800,0.0006
2806,0.0003
2807,0.0000
2804,0.0000
2805,0.0002
1421,0.0002
12176,0.0006
5430,0.0003
5431,0.0001
1425,0.0001
5437,0.0006
1427,0.0003
5435,0.0021
1429,0.0002
1428,0.0002
5439,0.0001
8536,0.0000
3361,0.0004
3362,0.0002
3363,0.0010
4869,0.0022
10661,0.0002
4273,0.0049
4272,0.0001
4271,0.0002
4270,0.0025
13967,0.0000
4275,0.0354
4274,0.0012
609,0.0003
13968,0.0002
13969,0.0002
1200,0.0001
5555,0.0005
5557,0.0005
5556,0.0006
5551,0.0002
5550,0.0001
5553,0.0001
5552,0.0001
5559,0.0004
13482,0.0001
2011,0.0017
13484,0.0000
8588,0.0026
13660,0.0000
8581,0.0010
8580,0.0000
8583,0.0000
4865,0.0005
8585,0.0000
4752,0.0042
8587,0.0002
8586,0.0001
13665,0.0015
3374,0.0000
5883,0.0003
5887,0.0001
5886,0.0003
5885,0.0001
5889,0.0002
5888,0.0002
6555,0.0000
6556,0.0001
6557,0.0001
6550,0.0000
6551,0.0010
6553,0.0008
6558,0.0007
5870,0.0002
12422,0.0002
7504,0.0001
356,0.0007
9885,0.0004
354,0.0011
9883,0.0001
9882,0.0001
9881,0.0003
7503,0.0002
7508,0.0000
7509,0.0001
9889,0.0003
10449,0.0005
10118,0.0002
11076,0.0001
9660,0.0008
3101,0.0001
6125,0.0001
10116,0.0018
6127,0.0003
12777,0.0005
6121,0.0005
12771,0.0001
6123,0.0001
12773,0.0000
11075,0.0003
12778,0.0002
10114,0.0002
10112,0.0000
10958,0.0004
10110,0.0003
10952,0.0001
10953,0.0001
10950,0.0007
10951,0.0002
10956,0.0043
10957,0.0008
10954,0.0001
10955,0.0005
13156,0.0000
2190,0.0001
3225,0.0000
2259,0.0001
2257,0.0000
13526,0.0002
2254,0.0003
2252,0.0002
4636,0.0000
4093,0.0002
3224,0.0001
4635,0.0064
4634,0.0002
4090,0.0001
13787,0.0003
2785,0.0001
4801,0.0003
2787,0.0008
2786,0.0000
4804,0.0002
2780,0.0004
4807,0.0019
4809,0.0002
13785,0.0001
2789,0.0012
11605,0.0001
10603,0.0007
9467,0.0001
11606,0.0003
10606,0.0002
11600,0.0004
11603,0.0003
10605,0.0001
2073,0.0003
2070,0.0005
9469,0.0010
11608,0.0001
2075,0.0001
2074,0.0000
4098,0.0000
11959,0.0012
11958,0.0244
11955,0.0004
11954,0.0005
11957,0.0000
11956,0.0001
11951,0.5579
11950,0.0001
11952,0.0003
9792,0.0000
9795,0.0001
9794,0.0003
9799,0.0000
3220,0.0001
4027,0.0001
5732,0.0002
9410,0.0007
11312,0.0001
4025,0.0000
12978,0.0001
12979,0.0004
12976,0.0003
12977,0.0022
12974,0.0003
12975,0.0000
12970,0.0001
12971,0.0001
7080,0.0002
7085,0.0001
7084,0.0002
7087,0.0000
7086,0.0002
7089,0.0001
7088,0.0043
7584,0.0002
8904,0.0002
9805,0.0005
6494,0.0001
8172,0.0088
8173,0.0005
8174,0.0001
8175,0.0001
8176,0.0000
6492,0.0007
8178,0.0001
6499,0.0034
6949,0.0001
6948,0.0019
6943,0.0000
6942,0.0005
6940,0.0001
6945,0.0001
6944,0.0000
1549,0.0000
8162,0.0000
8398,0.0004
8399,0.0001
8394,0.0018
8395,0.0004
8396,0.0001
8390,0.0001
8392,0.0000
8393,0.0002
4913,0.0002
4398,0.0303
4390,0.0001
4391,0.0005
4392,0.0000
4393,0.0004
4394,0.0000
4395,0.0017
4396,0.0003
4397,0.0000
3197,0.0001
473,0.0003
1364,0.0001
471,0.0001
1362,0.0003
477,0.0002
3191,0.0002
3190,0.0005
479,0.0000
1368,0.0000
3198,0.0006
13737,0.0001
164,0.0014
13734,0.0011
4020,0.0009
13730,0.0009
13292,0.0000
13739,0.0011
4029,0.0001
11380,0.0009
11383,0.0001
11384,0.0003
11385,0.0002
11386,0.0003
11388,0.0002
13294,0.0001
13295,0.0116
3999,0.0001
3997,0.0001
3996,0.0124
3995,0.0003
3994,0.0001
3992,0.1319
4831,0.0001
8164,0.0000
298,0.0000
299,0.0002
295,0.0009
292,0.0000
293,0.0006
290,0.0001
291,0.0001
8553,0.0000
2442,0.0000
2443,0.0002
2446,0.0003
2447,0.0012
2445,0.0001
2448,0.0014
2449,0.0004
8040,0.0001
8095,0.0011
7867,0.0001
7865,0.0001
12526,0.0003
7863,0.0002
7862,0.0000
7860,0.0001
12521,0.0002
8556,0.0005
7869,0.0000
7868,0.0007
13709,0.0001
8091,0.0000
8829,0.0003
6378,0.0002
6379,0.0005
4144,0.0000
6370,0.0000
12123,0.0008
6373,0.0002
12125,0.0005
12124,0.0001
6376,0.0000
12126,0.0000
10417,0.0100
10416,0.0005
10143,0.0006
10413,0.0007
10147,0.0008
10146,0.0002
10149,0.0000
10148,0.0001
9639,0.0001
9329,0.0005
5484,0.0000
9630,0.0010
9631,0.0003
9321,0.0010
9326,0.0001
9636,0.0001
8940,0.0003
8943,0.0003
8942,0.0070
8945,0.0000
8944,0.0128
8947,0.0002
8946,0.0002
8949,0.0000
8948,0.0001
8555,0.5562
5407,0.0003
1437,0.0001
5404,0.0001
5403,0.0003
5402,0.0001
1991,0.0005
3206,0.0002
5180,0.0007
1620,0.0003
3203,0.0009
3202,0.0002
1625,0.0001
3200,0.0785
1999,0.0044
1998,0.0000
1629,0.0001
3396,0.0001
3209,0.0001
3208,0.0003
3398,0.0001
2860,0.0007
2861,0.0000
2862,0.0001
2863,0.0004
2865,0.0008
2867,0.0006
555,0.0012
2869,0.0003
557,0.0031
556,0.0004
553,0.0002
552,0.0002
3539,0.0002
5408,0.0001
5458,0.0002
5459,0.0002
3348,0.0002
3349,0.0002
5450,0.0004
3343,0.0030
3340,0.0001
3341,0.0002
3346,0.0006
1194,0.0000
1197,0.0001
1196,0.0001
9188,0.0004
10362,0.0002
13948,0.0001
4258,0.0000
4250,0.0002
4253,0.0010
13943,0.0003
4255,0.0002
13945,0.0011
5533,0.0002
5532,0.0014
754,0.0001
5530,0.0001
5537,0.0004
5536,0.0000
5538,0.0000
13970,0.0000
4263,0.0001
4264,0.0001
4265,0.0000
6573,0.0003
6570,0.0001
6571,0.0001
6576,0.0000
6577,0.0003
6574,0.0001
6575,0.0004
6578,0.0000
7694,0.0023
1340,0.0002
7691,0.0005
7692,0.0002
13978,0.0002
6226,0.0001
7698,0.0002
452,0.0058
3834,0.0001
3836,0.0001
3837,0.0000
3830,0.0001
6224,0.0001
13642,0.0004
3833,0.0000
454,0.0004
5101,0.0012
4973,0.0001
1345,0.0001
3207,0.0002
12668,0.0002
5106,0.0001
379,0.0009
7523,0.0000
7520,0.0001
7526,0.0001
7527,0.0002
7524,0.0000
7525,0.0000
371,0.0003
370,0.0003
7528,0.0011
372,0.0003
375,0.0002
374,0.0005
376,0.0005
2194,0.0002
6652,0.0001
12712,0.0005
6925,0.0001
6141,0.0069
6140,0.0001
12717,0.0004
12714,0.0001
6924,0.0001
6149,0.0002
6148,0.0000
10970,0.0001
10972,0.0002
10973,0.0001
10975,0.0017
10976,0.0033
10978,0.0005
10979,0.0001
6922,0.0037
7711,0.0000
2274,0.0004
2277,0.0007
2276,0.0003
2271,0.0002
2270,0.0001
2273,0.0004
9763,0.0009
2279,0.0000
11594,0.0008
11597,0.0001
11596,0.0028
11591,0.0001
11590,0.0004
7718,0.0001
11598,0.0004
3201,0.0001
5545,0.0000
2051,0.0004
2050,0.0004
2053,0.0005
9769,0.0000
4538,0.0002
4539,0.0004
2057,0.0024
4829,0.0009
4826,0.0001
2058,0.0003
13447,0.0002
13446,0.0007
13441,0.0062
4531,0.0030
4532,0.0003
10504,0.0003
7980,0.0001
7981,0.0005
7982,0.0000
7983,0.0003
9407,0.0481
7985,0.0006
9405,0.0010
7987,0.0003
7988,0.0002
10621,0.0001
10622,0.0001
11628,0.0010
10624,0.0003
10626,0.0001
10627,0.0000
11979,0.0000
11978,0.0002
11973,0.0001
11972,0.0001
11970,0.0012
11977,0.0001
11976,0.0001
11975,0.0001
11974,0.0003
13199,0.0001
13198,0.0001
13193,0.0003
13191,0.0003
13197,0.0000
13196,0.0004
13195,0.0001
13194,0.0002
2405,0.0001
13428,0.0000
13427,0.0001
4557,0.0002
4554,0.0002
7324,0.0001
7325,0.0012
7326,0.0002
10088,0.0001
7321,0.0007
8313,0.0000
7323,0.0037
10084,0.0002
10085,0.0047
10086,0.0006
10087,0.0009
10080,0.0002
7329,0.0001
10082,0.0001
10083,0.0006
8858,0.0000
13421,0.0001
2091,0.0000
12955,0.0004
12956,0.0002
12957,0.0000
12950,0.0001
12951,0.0001
12952,0.0001
12958,0.0002
12959,0.0006
8852,0.0011
8851,0.0000
800,0.0003
7069,0.0001
7068,0.0003
7067,0.0012
7066,0.0001
7064,0.0004
7062,0.0001
7061,0.0029
8855,0.0000
2093,0.0003
804,0.0002
3786,0.0002
12482,0.0001
12483,0.0021
6963,0.0002
6962,0.0014
6965,0.0001
6964,0.0004
12484,0.0001
12485,0.0002
8156,0.0063
6968,0.0002
12488,0.0004
8155,0.0001
8620,0.0002
8153,0.0001
9195,0.0004
11230,0.0004
12143,0.0001
11231,0.0002
3787,0.0001
3784,0.0001
7220,0.0000
9988,0.0010
9986,0.0001
9987,0.0014
9984,0.0015
9985,0.0002
9982,0.0001
9980,0.0001
9981,0.0001
11024,0.0002
11027,0.0000
11026,0.0006
11022,0.0005
11029,0.0001
11028,0.0026
415,0.0019
416,0.0922
417,0.0003
411,0.0000
412,0.0001
413,0.0001
1384,0.0002
1385,0.0000
1386,0.0050
1387,0.0002
1380,0.0003
1382,0.0001
1383,0.0000
11368,0.0011
11369,0.0000
11366,0.0606
11367,0.0002
11364,0.0131
11365,0.0001
11362,0.0003
11363,0.0003
11360,0.0000
11361,0.0005
1774,0.0000
8106,0.0002
1771,0.0049
5272,0.0024
1779,0.0002
6688,0.0005
6689,0.0001
6680,0.1134
6684,0.0000
6685,0.0001
6686,0.0001
2428,0.0002
2429,0.0000
2422,0.0004
2424,0.0000
2427,0.0668
7849,0.0001
7848,0.0000
7845,0.0004
7844,0.0003
7847,0.0329
7846,0.0002
7840,0.0003
7843,0.0000
7842,0.0005
6356,0.0006
12106,0.0005
6354,0.0002
6355,0.0002
6353,0.0006
12101,0.0002
6351,0.0000
12109,0.0005
6359,0.0000
3461,0.0000
5466,0.0001
9616,0.0001
9614,0.0705
9343,0.0001
9344,0.0004
9345,0.0002
9346,0.0001
9347,0.0004
9348,0.0001
10165,0.0000
10164,0.0026
10163,0.0004
10162,0.0001
9618,0.0007
1815,0.0001
1816,0.0000
1817,0.0005
1810,0.0002
1811,0.0008
1812,0.0000
1963,0.0001
1818,0.0002
1819,0.0001
12082,0.0021
13719,0.0001
6071,0.0001
13718,0.0002
12081,0.0002
4952,0.0003
4953,0.0001
4950,0.0002
1609,0.0007
2166,0.0000
3229,0.0002
3228,0.0001
1979,0.0017
1978,0.0015
1977,0.0001
1976,0.0001
1975,0.0027
3226,0.0005
1605,0.0003
1972,0.0001
1971,0.0011
3222,0.0706
13275,0.0001
13272,0.0001
13273,0.0010
13270,0.0002
13271,0.0001
4955,0.0018
13279,0.0005
13712,0.0001
2848,0.0023
2846,0.0001
2847,0.0005
2845,0.0003
2842,0.0002
2843,0.0001
2840,0.4625
2841,0.0001
3320,0.0001
5477,0.0002
3322,0.0002
5475,0.0001
3324,0.0002
5473,0.0005
3326,0.0000
5471,0.0002
5478,0.0008
5479,0.0001
9897,0.0004
326,0.0000
324,0.0002
11108,0.0001
5519,0.0001
5518,0.0001
5511,0.0000
5510,0.0000
5513,0.0018
5515,0.0001
5514,0.0005
5517,0.0002
1559,0.0001
11102,0.0003
532,0.0006
531,0.0003
11103,0.0000
11100,0.0002
539,0.0000
538,0.0000
11101,0.0000
10028,0.0007
1909,0.0002
3294,0.0001
3032,0.0001
10027,0.0014
4178,0.0000
3033,0.0005
3296,0.0002
6519,0.0152
3297,0.0002
3290,0.0002
6512,0.0001
6513,0.0013
6514,0.0003
6516,0.0001
6517,0.0004
4001,0.0001
3292,0.0001
7349,0.0000
3812,0.0003
3813,0.0001
3811,0.0575
3816,0.0009
3817,0.0001
3815,0.0002
3818,0.0002
3819,0.0022
8456,0.0002
8455,0.0001
8454,0.0001
8452,0.0009
8451,0.0001
8450,0.0005
8458,0.0002
7548,0.0001
7549,0.0009
7540,0.0001
7542,0.0015
7544,0.0002
7546,0.0001
7547,0.0001
12738,0.0001
6168,0.0002
7348,0.0001
5201,0.0000
12730,0.0001
6163,0.0001
6162,0.0002
12734,0.0001
6164,0.0008
12736,0.0001
12737,0.0003
10998,0.0001
10996,0.0002
10997,0.0000
10995,0.0002
10992,0.0003
10993,0.0014
10990,0.0009
10991,0.0000
5200,0.0000
12339,0.0001
12769,0.0002
9777,0.0000
2213,0.0001
2212,0.0001
2210,0.0012
2214,0.0004
8529,0.0001
12588,0.0003
6130,0.0000
6131,0.0000
12767,0.0001
6137,0.0002
12583,0.0001
12764,0.0000
13469,0.0005
8520,0.0007
13463,0.0005
4513,0.0004
13461,0.0010
13460,0.0005
13467,0.0001
4517,0.0002
13465,0.0049
8526,0.0004
9429,0.0005
11648,0.0008
12857,0.0004
9421,0.0002
11640,0.0004
11643,0.0002
12584,0.0001
11645,0.0008
11644,0.0007
11647,0.0000
5289,0.0000
5288,0.0001
5283,0.0001
5282,0.0001
5285,0.0001
5287,0.0002
5286,0.0002
10242,0.0000
7000,0.0003
7302,0.0007
7303,0.0001
7300,0.0007
7301,0.0000
9289,0.0004
7304,0.0001
7305,0.0019
9285,0.0003
9284,0.0001
9287,0.0002
7309,0.0002
9281,0.0006
9280,0.0001
9283,0.0001
10247,0.0001
11911,0.0001
11910,0.0008
11913,0.0002
11912,0.0089
11915,0.0005
10244,0.0002
11917,0.0001
11916,0.0004
11919,0.0001
11918,0.0002
10245,0.0003
12933,0.0001
12931,0.0003
12936,0.0000
12937,0.0001
12934,0.0001
12939,0.0003
10206,0.0015
7044,0.0001
10204,0.0001
7046,0.0005
10200,0.0001
10201,0.0005
7048,0.0010
10208,0.0001
10209,0.0003
4479,0.0010
13369,0.0002
6405,0.0001
8608,0.0005
6989,0.0001
8602,0.0043
8603,0.0007
8600,0.0004
8606,0.0001
6982,0.0004
6981,0.0001
8605,0.0000
4470,0.0021
13362,0.0005
2989,0.0002
2988,0.0005
2983,0.0000
2982,0.0003
2981,0.0001
2980,0.0002
2987,0.0004
2985,0.0002
2984,0.0001
1018,0.0000
1019,0.0001
1015,0.0335
1016,0.0002
1017,0.0000
1012,0.0002
6365,0.0002
9494,0.0014
4354,0.0001
4356,0.0001
4351,0.0010
4352,0.0001
4353,0.0000
11003,0.0001
11002,0.1655
11001,0.0004
11006,0.0001
11005,0.0005
11004,0.0004
11009,0.0002
11008,0.0001
438,0.0002
439,0.0000
436,0.0001
437,0.0003
434,0.0002
435,0.0006
432,0.0001
433,0.0002
430,0.0003
431,0.0001
8027,0.0000
11344,0.0020
11346,0.0005
11341,0.0001
11342,0.0001
11348,0.0002
11349,0.0001
5708,0.0003
5709,0.0013
5705,0.0000
5706,0.0001
5707,0.0001
5700,0.0001
5701,0.0006
6425,0.0001
6491,0.0002
12457,0.0002
12456,0.0010
12451,0.0006
12453,0.0004
6423,0.0008
2241,0.0005
1435,0.0002
6429,0.0005
13982,0.0001
12696,0.0011
12695,0.0001
12694,0.0002
12693,0.0007
12692,0.0000
12691,0.0001
12690,0.0000
12699,0.0004
10834,0.0003
10837,0.0001
10836,0.0001
10831,0.0001
10833,0.0001
10839,0.0001
10838,0.0002
1050,0.0001
5355,0.0000
7828,0.0020
1054,0.0002
7821,0.0005
7820,0.0003
7825,0.0007
7824,0.0037
1056,0.0000
5350,0.0001
1059,0.0001
9369,0.0001
9366,0.0001
9367,0.0002
9364,0.0004
9365,0.0004
9362,0.0089
9360,0.0008
8985,0.0044
8984,0.0008
8987,0.0035
8986,0.0000
8980,0.0000
8983,0.0007
8982,0.0002
8989,0.0000
8988,0.0001
1832,0.0000
1831,0.0002
3799,0.0150
1837,0.0003
1834,0.0000
1835,0.0002
3795,0.0006
3794,0.0000
3797,0.0002
3796,0.0096
3791,0.0002
3790,0.0003
3792,0.0018
2154,0.0056
2407,0.0002
4983,0.0005
4982,0.0014
4985,0.0000
2403,0.0003
2400,0.0001
2401,0.0002
14012,0.0000
2159,0.0001
2408,0.0001
2409,0.0003
9268,0.0000
1954,0.0002
1951,0.0007
1950,0.0001
1953,0.0004
1952,0.0004
1959,0.0037
3249,0.0002
3243,0.0002
3242,0.0001
3241,0.0005
3240,0.0005
3247,0.0001
3246,0.0000
3245,0.0003
13258,0.0022
13259,0.0001
13255,0.0001
13256,0.0005
13257,0.0004
13250,0.0034
13251,0.0000
13252,0.0000
13253,0.0014
1483,0.0002
1482,0.0002
1480,0.5312
5498,0.0003
5499,0.0000
1485,0.0002
1484,0.0003
3306,0.0003
5495,0.0007
3304,0.0088
3305,0.0021
5490,0.0002
3300,0.0002
5493,0.0003
10611,0.0009
2069,0.0011
1992,0.0001
6310,0.0001
612,0.0002
12140,0.0002
6316,0.0001
1272,0.0001
6314,0.0001
1274,0.0001
1275,0.0001
2060,0.0001
2793,0.0000
13490,0.1430
13491,0.0002
1994,0.0001
13496,0.0002
2065,0.0009
519,0.0003
2794,0.0002
4742,0.0002
510,0.0000
513,0.0005
512,0.0001
515,0.0000
514,0.0006
517,0.0000
1227,0.0000
1226,0.0015
1225,0.0011
1222,0.0056
625,0.0006
624,0.0018
628,0.0000
1229,0.0009
1228,0.0004
6536,0.0001
8290,0.0002
6534,0.0001
6535,0.0016
8295,0.0086
13674,0.0001
6530,0.0005
8296,0.0000
8299,0.0003
8298,0.0005
13675,0.0000
8792,0.0000
6538,0.0014
6539,0.0003
8793,0.0005
3870,0.0007
3872,0.0001
3875,0.0004
8478,0.0002
8474,0.0006
8476,0.0005
8471,0.0002
8470,0.0001
8473,0.0001
7564,0.0003
7562,0.0061
7563,0.0003
7560,0.0001
7561,0.0000
7568,0.0000
7569,0.0001
10128,0.0003
5862,0.0001
9657,0.0000
9654,0.0001
9305,0.0004
13896,0.0001
4166,0.0002
13894,0.0002
4164,0.0002
13892,0.0004
4161,0.0017
4160,0.0000
9300,0.0001
13898,0.0003
10124,0.0001
4706,0.0001
2238,0.0000
2230,0.0000
2233,0.0001
2235,0.0020
2234,0.0005
2236,0.0004
5937,0.0000
5936,0.0006
5934,0.0001
5932,0.0006
5930,0.0000
5939,0.0006
2185,0.0008
3498,0.0003
3499,0.0001
3496,0.0002
3497,0.0009
3495,0.0014
3493,0.0002
3490,0.0005
3491,0.0003
13401,0.0001
2094,0.0000
2097,0.0001
4573,0.0001
4574,0.0001
4575,0.0003
4576,0.0008
2092,0.0002
4578,0.0000
13408,0.0037
2098,0.0003
11667,0.0003
11666,0.0000
11665,0.0003
4605,0.0001
11663,0.0006
11662,0.0001
11661,0.0001
11660,0.0013
11669,0.0002
11668,0.0001
4600,0.0008
4601,0.0001
5741,0.0001
4701,0.0001
5748,0.0001
5749,0.0002
7368,0.0004
7360,0.0007
7363,0.0000
7364,0.0001
7365,0.0004
7366,0.0001
7367,0.0001
12316,0.0003
12317,0.0002
12314,0.0002
12315,0.0022
12312,0.0001
11939,0.0006
11938,0.0004
11937,0.0004
11936,0.0001
11934,0.0000
11931,0.0001
12319,0.0002
12919,0.0002
12910,0.0012
12912,0.0003
12913,0.0009
12916,0.0116
12917,0.0004
7023,0.0008
9006,0.0001
7021,0.0001
9004,0.0005
10229,0.0000
7025,0.0000
7024,0.0004
10225,0.0001
7029,0.0003
7028,0.0003
10220,0.0004
10221,0.0001
10222,0.0004
10223,0.0009
7597,0.0028
9833,0.0001
8009,0.0000
9830,0.0002
3330,0.0000
7592,0.0000
7799,0.0001
7798,0.0002
7791,0.0002
7793,0.0005
7792,0.0016
7797,0.0002
7796,0.0002
3337,0.0000
1038,0.0002
1033,0.0001
1030,0.0012
1036,0.0001
1037,0.0001
4378,0.0001
4372,0.0002
4373,0.0030
4371,0.0002
4377,0.0001
4374,0.0027
4375,0.0001
11068,0.0001
11063,0.0110
11065,0.0003
11064,0.0001
11067,0.0004
11066,0.0040
8660,0.0002
8662,0.0001
8664,0.0001
8667,0.0000
8668,0.0000
8669,0.0000
4080,0.0002
4081,0.0002
13793,0.0035
4083,0.0005
4084,0.0000
13794,0.0001
4086,0.0001
13796,0.0000
13799,0.0002
11323,0.0001
11320,0.0000
11321,0.0000
11327,0.0002
11324,0.0000
11325,0.0005
11328,0.0016
11329,0.0000
5728,0.0024
5729,0.0007
5722,0.0001
5720,0.0001
5726,0.0002
5724,0.0002
5725,0.0002
1576,0.0000
11498,0.0006
11499,0.0003
13763,0.0001
11490,0.0001
11492,0.0002
11493,0.0006
11495,0.0004
11496,0.0003
8084,0.0000
8086,0.0002
8087,0.0000
8080,0.0003
8081,0.0002
8082,0.0004
8083,0.0002
14032,0.0000
8088,0.0040
8089,0.0002
8002,0.0002
12679,0.0034
6649,0.0001
6644,0.0002
6645,0.0006
12677,0.0000
6640,0.0001
6641,0.0004
6642,0.0002
6643,0.0005
10813,0.0000
10812,0.0008
10811,0.0003
10810,0.0005
10816,0.0004
10815,0.0008
10814,0.0001
10819,0.0005
7800,0.0012
7803,0.0006
7802,0.1386
7805,0.0026
7807,0.0003
7806,0.0001
7808,0.0001
6399,0.0000
12445,0.0009
6391,0.0000
6396,0.0000
6397,0.0000
6394,0.0005
2396,0.0001
2394,0.0001
2809,0.0001
2392,0.0003
13609,0.0001
2390,0.0001
1858,0.0003
1859,0.0001
3840,0.0000
1850,0.0004
1851,0.0005
1853,0.0002
1854,0.0002
1855,0.0001
1856,0.0001
1857,0.0002
2173,0.0002
2171,0.0000
2176,0.0001
4969,0.0005
2175,0.0008
4966,0.0002
2179,0.0001
4963,0.0000
4962,0.0002
4961,0.0003
14045,0.0006
14041,0.0000
14042,0.0016
14043,0.0002
1423,0.0000
1933,0.0002
1932,0.0048
3263,0.0009
3262,0.0010
1937,0.0000
1935,0.0002
1934,0.0002
5124,0.0001
5125,0.0001
1939,0.0004
5127,0.0001
1424,0.0006
7944,0.0002
5434,0.0003
7945,0.0001
3364,0.0001
13239,0.0005
13232,0.0001
13233,0.0028
13237,0.0008
13235,0.0001
3367,0.0004
7230,0.0001
10379,0.0002
7949,0.0000
4082,0.0000
10370,0.0005
12525,0.0000
6886,0.0002
6887,0.0001
6884,0.0001
6885,0.0002
6880,0.0002
6881,0.0005
6888,0.0018
6889,0.0003
2054,0.0001
9673,0.0009
605,0.0002
607,0.0003
606,0.0002
601,0.0003
1208,0.0006
603,0.0004
602,0.0001
1204,0.0009
1206,0.0001
1201,0.0002
608,0.0003
1203,0.0003
13961,0.0001
8279,0.0002
8278,0.0001
8276,0.0001
8275,0.0002
8273,0.0001
8271,0.0001
8270,0.0191
13964,0.0000
9514,0.0001
13965,0.0000
9517,0.0000
1353,0.0000
934,0.0002
9510,0.0000
9513,0.0008
