mid,x1e
1990,0.0000
1991,0.0001
1993,0.0015
1995,0.0015
1997,0.0000
1998,0.0013
1999,0.0005
2000,0.0002
2002,0.0010
2003,0.0003
2004,0.0012
2005,0.0006
2006,0.0003
2007,0.0017
2008,0.0002
2009,0.0002
2010,0.0002
2011,0.0001
2012,0.0001
2013,0.0003
2014,0.0003
2015,0.0008
2016,0.0005
2017,0.0002
2018,0.0001
2019,0.0016
2020,0.0077
2021,0.0001
2022,0.0116
2023,0.0003
2024,0.0001
2025,0.0006
2026,0.0002
2027,0.0001
2028,0.0005
2029,0.0003
2030,0.0001
2031,0.0004
2032,0.0008
2033,0.0003
2034,0.0003
2035,0.0002
2036,0.0103
2037,0.0001
2038,0.0002
2039,0.0001
2040,0.0002
2041,0.0006
2042,0.0011
2043,0.0000
2044,0.0004
2045,0.0002
2046,0.0030
2047,0.0000
2048,0.0002
2049,0.0004
2050,0.0498
2051,0.0011
2052,0.0000
2053,0.0001
2054,0.0005
2055,0.0006
2056,0.0002
2057,0.0007
2058,0.0008
2059,0.0001
2061,0.0001
2062,0.0017
2063,0.0002
2064,0.0001
2065,0.0007
2066,0.0000
2067,0.0019
2069,0.0023
2070,0.0026
2071,0.0006
2072,0.0013
2073,0.0001
2074,0.0011
2075,0.0013
2076,0.0002
2077,0.0002
2078,0.0004
2079,0.0005
2080,0.0111
2081,0.0007
2082,0.0003
2083,0.0005
2085,0.0026
2086,0.0002
2087,0.0004
2088,0.0002
2089,0.0009
2090,0.0000
2091,0.0004
2092,0.0006
2093,0.0005
2094,0.0013
2095,0.0001
2096,0.0002
2097,0.0002
2098,0.0001
2099,0.2543
2100,0.0002
2101,0.0002
2102,0.0005
2104,0.0040
2106,0.0063
2107,0.0079
2108,0.0002
2109,0.0008
2110,0.0005
2111,0.0003
2112,0.0013
2113,0.0011
2114,0.0007
2116,0.0003
2117,0.0000
2118,0.0001
2119,0.0011
2120,0.0005
2121,0.0004
2122,0.0002
2123,0.0003
2125,0.0008
2126,0.0001
2127,0.0005
2128,0.0039
2129,0.0001
2130,0.0007
2131,0.0004
2132,0.0004
2133,0.0001
2134,0.0008
2135,0.0014
2136,0.0009
2137,0.0004
2138,0.0010
2139,0.0005
2140,0.0005
2141,0.0006
2142,0.0008
2143,0.0005
2144,0.0006
2145,0.0014
2146,0.0467
2147,0.0006
2149,0.0002
2150,0.0005
2151,0.0001
2152,0.0005
2153,0.0007
2155,0.0003
2156,0.0002
2157,0.0006
2158,0.0001
2159,0.0003
2161,0.0002
2162,0.0016
2163,0.0002
2164,0.0014
2165,0.0013
2166,0.0010
2167,0.0055
2168,0.0008
2169,0.0032
2170,0.0004
2171,0.0001
2172,0.0003
2173,0.0007
2174,0.0001
2175,0.0001
2176,0.0004
2177,0.0011
2178,0.0003
2180,0.0008
2181,0.0002
2183,0.0004
2184,0.0001
2185,0.0001
2186,0.0015
2187,0.0007
2188,0.0001
2189,0.0014
2190,0.0003
2191,0.0001
2192,0.0004
2193,0.0003
2194,0.0013
2195,0.0014
2196,0.0029
2197,0.0002
2198,0.0186
2199,0.0015
2200,0.0001
2201,0.0005
2202,0.0045
2203,0.0001
2204,0.0002
2205,0.0001
2206,0.0019
2207,0.0003
2208,0.0002
2209,0.0002
2210,0.0003
2211,0.0005
2212,0.0003
2213,0.0002
2214,0.0002
2215,0.0020
2216,0.0003
2217,0.0004
2218,0.0002
2219,0.0017
2220,0.0001
2221,0.0001
2222,0.0013
2223,0.0002
2224,0.0020
2225,0.0042
2226,0.0014
2227,0.0017
2228,0.0004
2229,0.0000
2230,0.0013
2231,0.0001
2232,0.0011
2233,0.0038
2234,0.0004
2235,0.0006
2236,0.0002
2237,0.0007
2238,0.0001
2240,0.0017
2241,0.0054
2242,0.0002
2243,0.0016
2244,0.0002
2246,0.0007
2247,0.0053
2249,0.0003
2250,0.0003
2251,0.0016
2252,0.0003
2253,0.0007
2254,0.0001
2256,0.0006
2257,0.0010
2258,0.0005
2259,0.0013
2260,0.0000
2261,0.0001
2262,0.0008
2263,0.0000
2264,0.0007
2265,0.0004
2266,0.0002
2267,0.0007
2268,0.0007
2269,0.0017
2270,0.0002
2271,0.0009
2272,0.0001
2273,0.0001
2274,0.0001
2275,0.0002
2276,0.0004
2277,0.0123
2279,0.0042
2280,0.0004
2281,0.0004
2282,0.0003
2283,0.0001
2284,0.0002
2285,0.0062
2286,0.0006
2287,0.0013
2288,0.0035
2289,0.0002
2290,0.0002
2291,0.0003
2292,0.0002
2294,0.0001
2295,0.0006
2296,0.0028
2297,0.0002
2298,0.0004
2299,0.0002
2300,0.0002
2301,0.0001
2303,0.0002
2304,0.0006
2305,0.0015
2306,0.0029
2307,0.0003
2308,0.0024
2309,0.0017
2310,0.0003
2311,0.0004
2312,0.0003
2313,0.0004
2314,0.0018
2315,0.0002
2316,0.0001
2317,0.0006
2318,0.0001
2319,0.0028
2320,0.0021
2321,0.0003
2322,0.0013
2323,0.0003
2324,0.0003
2325,0.0002
2326,0.0005
2327,0.0005
2328,0.0011
2329,0.0001
2330,0.0011
2331,0.0008
2332,0.0005
2333,0.0048
2334,0.0072
2335,0.0002
2336,0.0013
2337,0.0006
2338,0.0013
2339,0.0035
2340,0.0001
2341,0.0001
2342,0.0234
2343,0.0002
2344,0.0000
2345,0.0119
2346,0.0003
2347,0.0007
2348,0.0001
2349,0.0000
2350,0.0003
2351,0.0001
2352,0.0013
2353,0.0004
2354,0.0003
2355,0.0003
2356,0.0002
2357,0.0000
2358,0.0007
2360,0.0019
2361,0.0054
2362,0.0001
2363,0.0005
2364,0.0003
2365,0.0110
2366,0.0004
2367,0.0006
2368,0.0013
2369,0.0012
2371,0.0013
2372,0.0015
2374,0.0004
2375,0.0001
2376,0.0009
2377,0.0002
2378,0.0007
2379,0.0009
2380,0.0002
2381,0.0002
2382,0.0011
2383,0.0001
2384,0.0013
2385,0.0002
2386,0.0004
2387,0.0001
2388,0.0007
2389,0.0021
2390,0.0007
2391,0.0014
2392,0.0001
2393,0.0002
2394,0.0004
2395,0.0001
2396,0.0006
2397,0.0027
2398,0.0002
2399,0.0017
2400,0.0014
2402,0.0000
2403,0.0013
2404,0.0024
2405,0.0002
2406,0.0003
2407,0.0017
2408,0.0039
2409,0.0001
2410,0.0001
2411,0.0003
2412,0.0003
2413,0.0002
2414,0.0006
2415,0.0003
2416,0.0005
2417,0.0000
2418,0.0002
2420,0.0023
2421,0.0001
2422,0.0036
2423,0.0081
2424,0.0000
2425,0.0006
2426,0.0001
2427,0.0005
2429,0.0004
2430,0.0010
2431,0.0002
2432,0.0011
2433,0.0218
2434,0.0107
2435,0.0028
2436,0.2934
2437,0.0006
2438,0.0106
2439,0.0004
2440,0.0014
2441,0.0049
2442,0.0024
2443,0.0001
2444,0.0003
2445,0.0003
2446,0.0001
2447,0.0003
2448,0.0000
2449,0.0006
2450,0.0009
2451,0.0000
2452,0.0008
2453,0.0019
2454,0.0137
2455,0.0001
2456,0.0013
2457,0.0002
2458,0.0002
2459,0.0002
2460,0.0004
2461,0.0121
2463,0.0030
2464,0.0004
2466,0.0004
2467,0.0006
2468,0.0002
2469,0.0037
2470,0.0001
2471,0.0001
2472,0.0005
2473,0.0006
2474,0.0000
2475,0.0006
2476,0.0000
2477,0.0020
2478,0.0009
2479,0.0040
2480,0.0020
2481,0.0004
2482,0.0003
2483,0.0001
2484,0.0001
2485,0.0008
2486,0.0004
2487,0.0018
2488,0.0005
2489,0.0004
2490,0.0013
2491,0.0015
2492,0.0009
2493,0.0030
2494,0.0001
2496,0.0010
2497,0.0004
2498,0.0004
2499,0.0001
2500,0.0001
2501,0.0001
2502,0.0003
2503,0.0011
2504,0.0109
2505,0.0005
2506,0.0001
2507,0.0001
2508,0.0015
2509,0.0003
2510,0.0002
2511,0.0010
2512,0.0003
2514,0.0001
2515,0.0003
2516,0.0006
2517,0.0003
2519,0.0020
2520,0.0023
2521,0.0001
2523,0.0002
2524,0.0002
2525,0.0001
2526,0.0005
2527,0.0005
2528,0.0002
2529,0.0006
2530,0.0001
2531,0.0002
2532,0.0021
2533,0.0001
2534,0.0005
2535,0.0006
2536,0.0034
2537,0.0002
2538,0.0008
2539,0.0002
2540,0.0070
2541,0.0001
2542,0.0004
2543,0.0002
2544,0.0002
2545,0.0005
2546,0.0003
2548,0.0001
2549,0.0077
2550,0.0017
2551,0.0003
2552,0.0002
2553,0.0005
2554,0.0006
2555,0.0001
2556,0.0006
2558,0.0037
2559,0.0028
2560,0.0002
2561,0.0021
2562,0.0004
2564,0.0002
2566,0.0004
2567,0.0013
2568,0.0012
2570,0.0002
2572,0.0006
2573,0.0001
2574,0.0035
2576,0.0008
2577,0.0003
2578,0.0001
2579,0.0002
2580,0.0013
2581,0.0002
2582,0.0008
2583,0.0002
2584,0.0002
2585,0.0006
2586,0.0007
2587,0.0002
2588,0.0003
2589,0.0003
2590,0.0004
2591,0.0013
2592,0.0054
2593,0.0031
2594,0.0004
2595,0.0013
2596,0.0002
2597,0.0000
2598,0.0001
2599,0.0002
2600,0.0003
2601,0.0008
2602,0.0005
2603,0.0013
2604,0.0001
2606,0.0008
2607,0.0006
2608,0.0005
2609,0.0013
2610,0.0245
2611,0.0003
2612,0.0002
2613,0.0013
2614,0.0002
2615,0.0025
2616,0.0010
2617,0.0002
2618,0.0012
2619,0.0053
2620,0.0005
2621,0.0006
2622,0.0423
2623,0.0016
2624,0.0002
2625,0.0009
2626,0.0005
2627,0.0002
2628,0.0003
2629,0.0004
2630,0.0001
2631,0.0030
2632,0.0005
2633,0.0003
2634,0.0090
2635,0.0041
2636,0.0000
2637,0.0001
2638,0.0000
2639,0.0002
2640,0.0002
2641,0.0002
2642,0.0002
2643,0.0002
2645,0.0061
2646,0.0004
2647,0.0001
2648,0.0006
2649,0.0001
2651,0.0005
2652,0.0015
2653,0.0004
2654,0.0002
2655,0.0043
2656,0.0004
2657,0.0001
2658,0.0006
2659,0.0007
2660,0.0040
2661,0.0066
2662,0.0012
2663,0.0013
2664,0.0007
2665,0.0003
2666,0.0021
2667,0.0089
2668,0.0018
2669,0.0025
2670,0.0008
2671,0.0004
2672,0.0005
2673,0.0108
2674,0.0005
2675,0.0014
2676,0.0090
2677,0.0001
2678,0.0019
2679,0.0002
2680,0.0001
2681,0.0007
2682,0.0002
2683,0.0003
2684,0.0006
2685,0.0007
2686,0.0000
2687,0.0002
2688,0.0005
2689,0.0002
2690,0.0025
2691,0.0172
2692,0.0010
2693,0.0032
2694,0.0000
2695,0.0002
2696,0.0009
2697,0.0001
2698,0.0006
2699,0.0007
2700,0.0019
2701,0.0006
2702,0.0009
2703,0.0041
2704,0.0001
2705,0.0009
2706,0.0004
2707,0.0004
2708,0.0002
2709,0.0538
2710,0.0002
2711,0.0025
2712,0.0040
2713,0.0001
2714,0.0074
2715,0.0002
2716,0.0007
2717,0.0003
2718,0.0005
2719,0.0003
2720,0.0004
2721,0.0002
2722,0.0013
2723,0.0009
2726,0.0010
2727,0.0010
2728,0.0004
2729,0.0011
2730,0.0001
2731,0.0144
2732,0.0000
2733,0.0029
2734,0.0016
2735,0.0005
2736,0.0014
2737,0.0008
2738,0.0035
2739,0.0002
2741,0.0001
2742,0.0012
2743,0.0000
2746,0.0001
2747,0.0000
2748,0.0003
2749,0.0030
2750,0.0003
2751,0.0004
2752,0.0000
2753,0.0002
2754,0.0019
2755,0.0011
2756,0.0013
2757,0.0003
2758,0.0001
2760,0.0003
2761,0.0005
2762,0.0072
2763,0.0002
2764,0.0013
2765,0.0124
2766,0.0003
2767,0.0000
2768,0.0004
2769,0.0006
2770,0.0001
2771,0.0003
2772,0.0005
2773,0.0005
2774,0.0015
2775,0.0002
2776,0.0002
2777,0.0001
2778,0.0000
2779,0.0002
2780,0.0009
2781,0.0003
2782,0.0001
2783,0.0044
2784,0.0010
2785,0.0002
2786,0.0267
2787,0.0003
2788,0.0004
2790,0.0005
2791,0.0002
2792,0.0005
2794,0.0004
2795,0.0003
2796,0.0004
2797,0.0002
2798,0.0003
2799,0.0005
2800,0.0003
2801,0.0005
2802,0.0006
2803,0.0009
2804,0.0107
2806,0.0001
2807,0.0008
2808,0.0006
2809,0.0006
2811,0.0005
2812,0.0002
2813,0.0372
2814,0.0003
2815,0.0004
2816,0.0003
2817,0.0001
2819,0.0003
2820,0.0001
2821,0.0020
2823,0.0011
2824,0.0001
2825,0.0001
2826,0.0001
2827,0.0005
2828,0.0004
2829,0.0001
2830,0.0002
2831,0.0001
2832,0.0001
2833,0.0001
2834,0.0009
2835,0.0045
2836,0.0012
2837,0.0005
2838,0.0007
2839,0.0003
2840,0.0001
2841,0.0003
2842,0.0009
2844,0.0008
2845,0.0003
2846,0.0006
2847,0.0003
2848,0.0039
2849,0.0002
2850,0.0001
2851,0.0003
2852,0.0073
2853,0.0004
2854,0.0116
2855,0.0014
2856,0.0002
2857,0.0019
2858,0.0006
2859,0.0003
2860,0.0000
2861,0.0000
2862,0.0007
2863,0.0018
2864,0.0001
2865,0.0004
2866,0.0001
2867,0.0001
2868,0.0005
2869,0.0039
2870,0.0001
2871,0.0006
2872,0.0013
2873,0.0008
2874,0.0002
2875,0.0002
2876,0.0011
2877,0.0010
2878,0.0000
2879,0.0001
2880,0.0001
2881,0.0001
2882,0.0014
2883,0.0017
2884,0.0002
2885,0.0008
2886,0.0001
2887,0.0002
2888,0.0002
2889,0.0046
2890,0.0003
2891,0.0017
2892,0.0002
2893,0.0001
2894,0.0004
2895,0.0002
2896,0.0017
2897,0.0002
2899,0.0031
2900,0.0002
2901,0.0009
2902,0.0013
2903,0.0001
2904,0.0002
2905,0.0003
2907,0.0001
2908,0.0007
2909,0.0006
2911,0.0002
2912,0.0018
2913,0.0018
2914,0.0082
2915,0.0003
2916,0.0006
2917,0.0001
2918,0.0007
2919,0.0001
2920,0.0007
2921,0.0004
2922,0.0000
2923,0.0049
2924,0.0003
2925,0.0001
2926,0.0005
2927,0.0002
2928,0.0003
2929,0.0015
2930,0.0039
2931,0.0001
2932,0.0014
2933,0.0001
2934,0.8729
2935,0.0000
2937,0.0002
2938,0.0002
2940,0.0004
2941,0.0108
2942,0.0002
2943,0.0000
2944,0.0016
2945,0.0002
2946,0.0001
2947,0.0002
2948,0.0003
2949,0.0001
2950,0.0013
2951,0.0005
2952,0.0001
2953,0.0005
2954,0.0007
2955,0.0001
2956,0.0005
2957,0.0006
2958,0.0004
2959,0.0002
2960,0.0005
2961,0.0000
2962,0.0002
2963,0.0050
2964,0.0002
2965,0.0005
2966,0.0001
2967,0.0013
2968,0.0002
2969,0.0012
2970,0.1426
2971,0.0001
2972,0.0002
2973,0.0061
2974,0.0007
2975,0.0035
2976,0.0207
2977,0.0010
2978,0.0002
2979,0.0013
2980,0.0004
2981,0.0016
2982,0.0022
2983,0.0002
2984,0.0001
2985,0.0002
2986,0.0004
2987,0.0047
2988,0.0025
2989,0.0005
2990,0.0012
2991,0.0003
2992,0.0002
2993,0.0013
2994,0.0006
2995,0.0142
2996,0.0002
2997,0.0001
2998,0.0003
2999,0.0012
3000,0.0002
3001,0.0003
3002,0.0000
3004,0.0005
3005,0.0006
3006,0.0005
3007,0.0002
3008,0.0006
3009,0.0008
3010,0.0002
3011,0.0006
3012,0.0004
3013,0.0015
3014,0.0001
3015,0.0006
3016,0.0002
3017,0.0006
3018,0.0004
3019,0.0001
3020,0.0004
3021,0.0003
3022,0.0124
3024,0.0001
3025,0.0050
3026,0.0003
3027,0.0002
3028,0.0023
3029,0.0019
3030,0.0004
3031,0.0001
3032,0.0007
3033,0.0157
3034,0.0003
3035,0.0062
3036,0.0004
3037,0.0007
3038,0.0034
3039,0.0001
3040,0.0004
3041,0.0006
3042,0.0001
3043,0.0010
3044,0.0001
3045,0.0008
3046,0.0092
3047,0.0004
3048,0.0000
3049,0.0003
3050,0.0005
3051,0.0001
3052,0.0003
3053,0.0001
3054,0.0004
3055,0.0004
3056,0.0001
3057,0.0003
3058,0.0001
3059,0.0004
3060,0.0000
3061,0.0001
3062,0.0010
3063,0.0006
3064,0.0007
3065,0.0007
3066,0.0001
3067,0.0000
3068,0.0003
3069,0.0000
3071,0.0004
3072,0.0057
3074,0.0005
3075,0.0031
3076,0.0228
3077,0.0001
3078,0.0003
3081,0.0001
3082,0.0008
3083,0.0002
3084,0.0002
3086,0.0001
3087,0.0003
3088,0.0006
3089,0.0014
3090,0.0002
3091,0.0007
3092,0.0005
3093,0.0001
3094,0.0014
3095,0.0003
3096,0.0034
3097,0.0002
3098,0.0003
3099,0.0004
3100,0.0003
3101,0.0132
3102,0.0002
3103,0.0031
3104,0.0013
3105,0.0003
3106,0.0006
3107,0.0001
3108,0.0002
3109,0.0016
3110,0.0004
3111,0.0005
3112,0.0090
3113,0.0008
3114,0.0030
3115,0.0002
3116,0.0017
3117,0.0097
3118,0.0005
3119,0.0001
3120,0.0003
3121,0.0003
3122,0.0001
3123,0.0049
3124,0.0002
3125,0.0003
3126,0.0001
3127,0.0000
3128,0.0011
3129,0.0000
3130,0.0022
3131,0.0004
3132,0.0003
3133,0.0005
3134,0.0004
3135,0.0003
3136,0.0018
3137,0.0005
3138,0.0019
3139,0.0029
3140,0.0008
3141,0.0000
3142,0.0001
3143,0.0001
3144,0.0001
3145,0.0006
3146,0.0009
3147,0.0002
3148,0.0000
3149,0.0006
3150,0.0001
3151,0.0010
3152,0.0001
3153,0.0005
3154,0.0002
3155,0.0027
3156,0.0001
3157,0.0002
3158,0.0016
3159,0.0005
3160,0.0006
3161,0.0004
3162,0.0007
3163,0.0004
3164,0.0018
3165,0.0017
3166,0.0001
3167,0.0002
3168,0.0018
3169,0.0000
3170,0.0026
3171,0.0047
3172,0.0012
3173,0.0149
3174,0.0004
3175,0.0022
3176,0.0019
3177,0.0001
3178,0.0010
3179,0.0002
3180,0.0003
3181,0.0003
3182,0.0074
3183,0.0000
3184,0.0001
3186,0.0004
3187,0.0002
3189,0.0004
3190,0.0003
3191,0.0013
3192,0.0016
3193,0.0015
3194,0.0004
3196,0.0001
3197,0.0002
3198,0.0002
3199,0.0013
3200,0.0001
3202,0.0008
3203,0.0006
3205,0.0006
3206,0.0003
3207,0.0004
3208,0.0001
3209,0.0002
3210,0.0035
3211,0.0009
3212,0.0001
3213,0.0000
3214,0.0013
3216,0.0006
3217,0.0001
3218,0.0069
3219,0.0000
3220,0.0001
3221,0.0000
3222,0.0010
3223,0.0006
3224,0.0007
3225,0.0002
3227,0.0002
3228,0.0009
3229,0.0003
3230,0.0011
3231,0.0094
3232,0.0213
3233,0.0007
3234,0.0001
3235,0.0009
3236,0.0009
3237,0.0001
3238,0.0002
3239,0.0010
3240,0.0009
3241,0.0062
3243,0.0000
3244,0.0003
3245,0.0016
3246,0.0001
3247,0.0002
3248,0.0009
3249,0.0003
3250,0.0005
3251,0.0473
3252,0.0005
3253,0.0006
3254,0.0003
3255,0.0002
3256,0.0003
3257,0.0031
3258,0.0001
3259,0.0004
3260,0.0004
3261,0.0004
3262,0.0118
3263,0.0002
3264,0.0013
3265,0.0001
3266,0.0004
3267,0.0021
3269,0.0011
3271,0.0002
3272,0.0003
3273,0.0006
3274,0.0001
3275,0.0003
3276,0.0008
3277,0.0003
3278,0.0002
3279,0.0004
3280,0.0001
3281,0.0007
3282,0.0004
3283,0.0418
3284,0.1499
3285,0.0001
3286,0.0004
3287,0.0006
3288,0.0007
3289,0.0010
3290,0.0005
3291,0.0024
3292,0.0006
3293,0.0550
3294,0.0002
3295,0.0000
3297,0.0003
3298,0.0061
3299,0.0013
3300,0.0001
3301,0.0007
3302,0.0013
3303,0.0003
3304,0.0004
3305,0.0019
3306,0.0000
3307,0.0007
3309,0.0002
3310,0.0008
3311,0.0008
3312,0.0012
3313,0.0007
3314,0.0001
3315,0.0027
3316,0.0015
3318,0.0024
3319,0.0004
3320,0.0002
3321,0.0001
3322,0.0004
3323,0.0003
3324,0.0001
3326,0.0015
3327,0.0002
3328,0.0006
3329,0.0006
3330,0.0034
3331,0.0005
3332,0.0002
3333,0.0004
3334,0.0004
3335,0.0006
3336,0.0002
3337,0.0021
3338,0.0055
3339,0.0005
3340,0.0002
3341,0.0002
3342,0.0053
3343,0.0009
3345,0.0003
3346,0.0006
3347,0.0004
3348,0.0006
3349,0.0010
3351,0.0001
3352,0.0010
3353,0.0031
3354,0.0007
3355,0.0000
3356,0.0001
3357,0.0001
3359,0.0000
3360,0.0044
3361,0.0002
3362,0.0140
3363,0.0000
3364,0.0014
3365,0.0006
3366,0.0000
3367,0.0029
3368,0.0003
3369,0.0003
3370,0.0004
3371,0.0002
3372,0.0009
3373,0.0003
3374,0.0000
3376,0.0017
3377,0.0005
3378,0.0004
3379,0.0018
3380,0.0004
3381,0.6008
3383,0.0008
3384,0.0002
3385,0.0006
3386,0.0021
3387,0.0012
3388,0.0012
3389,0.0020
3390,0.0001
3391,0.0002
3392,0.0002
3393,0.0002
3394,0.0155
3395,0.0003
3396,0.0007
3397,0.0003
3398,0.0022
3399,0.0004
3401,0.0002
3402,0.0001
3403,0.0268
3404,0.0001
3405,0.0004
3406,0.0060
3407,0.0000
3408,0.0007
3409,0.0002
3410,0.0004
3411,0.0002
3412,0.0001
3413,0.0001
3414,0.0008
3415,0.0002
3416,0.0006
3417,0.0001
3418,0.0009
3419,0.0005
3420,0.0001
3422,0.0003
3423,0.0006
3424,0.0014
3425,0.0006
3426,0.0011
3427,0.0002
3428,0.0006
3429,0.0002
3430,0.0002
3431,0.0022
3433,0.0001
3434,0.0010
3435,0.0002
3436,0.0002
3437,0.0002
3439,0.0006
3440,0.0001
3441,0.0008
3442,0.0015
3443,0.0006
3444,0.0005
3445,0.0004
3446,0.0002
3447,0.0074
3448,0.0005
3449,0.0067
3450,0.0008
3451,0.0001
3452,0.0001
3453,0.0010
3454,0.0001
3455,0.0001
3456,0.0002
3457,0.0002
3458,0.0002
3459,0.0001
3461,0.0000
3462,0.0012
3463,0.0004
3464,0.0005
3465,0.0006
3466,0.0023
3467,0.0002
3468,0.0017
3469,0.0005
3470,0.0004
3471,0.0000
3472,0.0024
3473,0.0005
3474,0.0003
3475,0.0002
3476,0.0019
3477,0.0014
3478,0.0000
3479,0.0028
3480,0.0014
3481,0.0006
3482,0.0013
3483,0.0001
3484,0.0002
3485,0.0025
3486,0.0003
3487,0.0001
3488,0.0065
3489,0.0043
3490,0.0012
3491,0.0000
3492,0.0004
3493,0.0067
3494,0.0002
3495,0.0067
3496,0.0003
3497,0.0005
3498,0.0002
3499,0.0037
3500,0.0008
3501,0.0000
3502,0.0000
3503,0.0001
3504,0.0000
3505,0.0017
3506,0.0001
3507,0.0017
3510,0.0001
3512,0.0009
3513,0.0017
3514,0.0002
3516,0.0004
3518,0.0090
3519,0.0012
3520,0.0010
3521,0.0003
3522,0.0001
3523,0.0006
3524,0.0001
3525,0.0072
3526,0.0046
3527,0.0174
3528,0.0007
3529,0.0012
3530,0.0003
3532,0.6265
3533,0.0129
3534,0.0006
3535,0.0003
3536,0.0005
3537,0.0006
3538,0.0002
3539,0.0011
3540,0.0002
3541,0.0009
3542,0.0001
3543,0.0001
3544,0.0001
3545,0.0023
3546,0.0183
3547,0.0003
3548,0.0002
3549,0.0009
3550,0.0093
3551,0.0013
3552,0.0015
3553,0.0016
3554,0.0014
3555,0.0028
3556,0.0002
3557,0.0001
3558,0.0000
3559,0.0043
3560,0.0044
3561,0.0071
3562,0.0002
3563,0.0006
3564,0.0008
3565,0.0004
3566,0.0004
3567,0.0026
3568,0.0024
3569,0.0005
3570,0.0091
3571,0.0003
3572,0.0004
3573,0.0009
3574,0.0002
3575,0.0006
3576,0.0001
3577,0.0003
3578,0.0087
3579,0.0006
3581,0.0003
3582,0.0002
3583,0.0004
3584,0.0007
3585,0.0005
3587,0.0001
3589,0.0024
3590,0.0002
3591,0.0002
3593,0.0009
3594,0.0003
3595,0.0002
3596,0.0059
3597,0.0183
3598,0.0002
3599,0.0121
3600,0.0002
3602,0.0006
3603,0.0005
3604,0.0002
3606,0.0002
3607,0.0015
3608,0.0004
3609,0.0002
3610,0.0002
3611,0.0063
3612,0.0001
3613,0.0004
3614,0.0002
3615,0.0004
3616,0.0011
3617,0.0002
3618,0.0002
3619,0.0043
3620,0.0003
3621,0.1620
3622,0.0006
3623,0.0001
3624,0.0003
3625,0.0043
3626,0.0031
3628,0.0076
3629,0.0005
3630,0.0071
3631,0.0006
3632,0.0006
3634,0.0024
3635,0.0012
3636,0.0005
3637,0.0001
3638,0.0001
3639,0.0004
3640,0.0001
3641,0.0090
3642,0.0002
3643,0.0008
3644,0.0009
3645,0.0007
3646,0.0016
3647,0.0005
3648,0.0009
3649,0.0001
3650,0.0001
3651,0.0005
3652,0.0001
3653,0.0001
3654,0.0004
3655,0.0039
3656,0.0032
3657,0.0002
3658,0.0012
3659,0.0001
3660,0.0015
3661,0.0004
3662,0.0001
3663,0.0009
3664,0.0004
3665,0.0007
3666,0.0013
3667,0.0004
3668,0.0002
3669,0.0036
3670,0.0007
3671,0.0001
3672,0.0002
3673,0.0148
3674,0.0016
3675,0.0006
3676,0.0001
3677,0.0003
3678,0.0001
3679,0.0076
3680,0.0007
3681,0.0001
3683,0.0002
3685,0.0002
3686,0.0002
3687,0.0002
3688,0.0000
3690,0.0010
3691,0.0003
3692,0.0001
3693,0.0004
3694,0.0003
3695,0.0000
3696,0.0005
3697,0.0002
3698,0.0007
3699,0.0001
3700,0.0003
3701,0.0007
3702,0.0003
3703,0.0002
3704,0.0002
3705,0.0005
3706,0.0110
3707,0.0013
3708,0.0001
3709,0.0017
3710,0.1480
3711,0.0006
3712,0.0002
3713,0.0003
3714,0.0001
3715,0.0001
3717,0.0029
3719,0.0004
3720,0.0000
3722,0.0121
3723,0.0004
3724,0.0003
3725,0.0008
3726,0.0004
3727,0.0009
3728,0.0004
3729,0.0007
3731,0.0006
3732,0.0038
3733,0.0004
3734,0.0003
3735,0.0000
3736,0.0001
3737,0.0002
3738,0.0004
3739,0.0002
3740,0.0003
3742,0.0002
3743,0.0004
3744,0.0002
3745,0.0001
3746,0.0005
3747,0.0000
3748,0.0005
3749,0.0003
3750,0.0021
3751,0.0002
3752,0.0006
3753,0.0001
3754,0.0001
3755,0.0015
3756,0.0006
3757,0.0009
3758,0.0006
3759,0.0002
3760,0.0006
3761,0.0002
3762,0.0035
3763,0.0006
3764,0.0002
3765,0.0019
3766,0.0044
3767,0.0004
3768,0.0012
3769,0.0001
3770,0.0087
3771,0.0008
3772,0.0002
3773,0.0043
3775,0.0003
3776,0.0001
3777,0.0030
3778,0.0002
3779,0.0010
3780,0.0003
3781,0.0005
3782,0.0001
3783,0.0003
3784,0.0002
3785,0.0006
3786,0.1196
3787,0.0002
3788,0.0004
3789,0.0001
3790,0.0000
3792,0.0275
3793,0.0001
3794,0.0001
3795,0.0006
3796,0.0002
3798,0.0003
3799,0.0002
3800,0.0001
3801,0.0003
3802,0.0024
3803,0.0024
3804,0.0003
3805,0.0002
3806,0.0001
3807,0.0166
3808,0.0005
3809,0.0033
3810,0.0023
3811,0.0020
3813,0.0031
3814,0.0006
3815,0.0013
3817,0.0001
3818,0.0000
3819,0.0003
3820,0.0003
3821,0.0000
3822,0.0002
3823,0.0012
3824,0.0004
3825,0.0001
3826,0.0008
3827,0.0012
3828,0.0002
3829,0.0003
3830,0.0002
3831,0.0002
3832,0.0001
3833,0.0008
3834,0.0001
3835,0.0005
3836,0.0007
3837,0.0001
3838,0.0001
3839,0.0002
3840,0.0011
3841,0.0001
3842,0.0004
3843,0.0005
3844,0.0001
3845,0.0002
3846,0.0003
3847,0.0165
3848,0.0012
3849,0.0015
3850,0.0003
3851,0.0007
3852,0.0003
3853,0.0001
3854,0.0006
3855,0.0009
3856,0.0001
3857,0.0018
3859,0.0003
3861,0.0011
