user_key,x1
4110548;760,20160324
6761756;96,20160607
3012208;1693,20160415
5315263;7564,20160417
170801;760,20160323
2951033;1715,20160325
3652255;380,20160321
4389187;2934,20160323
3388044;3621,20160518
7166928;1469,20160521
4355239;209,20160131
6101842;450,20160131
3887602;3381,20160129
7093037;6485,20160322
2159967;4860,20160125
5256452;6284,20160124
5151062;7605,20160523
1809414;7133,20160514
4345100;209,20160212
2284915;2934,20160321
6141521;3381,20160129
4657354;6650,20160324
525809;5341,20160207
3847169;3381,20160123
123381;4860,20160127
1447384;7910,20160323
822447;3284,20160321
3625461;3037,20160521
2338311;3381,20160129
7254887;1941,20160323
6672709;1041,20160322
6792065;7884,20160515
2555242;3381,20160129
7181355;3381,20160129
5915033;5341,20160203
1640879;3786,20160327
1842967;7974,20160323
4084113;5591,20160324
6910068;2709,20160125
137239;3381,20160129
3831444;2712,20160505
6932222;5341,20160207
2991672;1469,20160606
1823174;1169,20160103
5472004;5341,20160206
5731238;2146,20160131
3415370;8614,20160327
6101527;7612,20160514
2807683;8305,20160511
3744295;4070,20160522
3225638;8546,20160505
1980154;6356,20160525
3202699;5006,20160325
3155652;5010,20160428
2144685;3381,20160129
4951375;2976,20160324
5362955;7913,20160427
7140976;2422,20160323
5194368;450,20160204
5642280;3381,20160129
6680545;3512,20160421
4872123;2709,20160128
2813197;3381,20160128
1006871;6284,20160124
6670017;8181,20160407
561222;4142,20160127
4664102;7974,20160126
1954400;3786,20160326
3286539;6284,20160124
1927155;4883,20160521
4882111;8775,20160326
624150;2889,20160521
5849463;5591,20160323
2431556;5341,20160125
213145;1585,20160522
4244331;3381,20160124
3516825;3381,20160129
6008131;450,20160131
4095295;1080,20160517
984132;3381,20160124
1633203;1080,20160528
7272497;7221,20160327
3790030;2889,20160520
2411128;5341,20160203
1003251;3381,20160125
1156483;1941,20160323
2810323;3381,20160129
3579053;2436,20160524
3548201;4860,20160416
2715040;5341,20160124
6952246;8653,20160523
3135278;3381,20160128
5004681;3597,20160429
4356269;3532,20160322
6740992;1469,20160527
4946459;1941,20160323
5807757;4660,20160126
6012376;3621,20160518
5466864;2934,20160326
2399240;5341,20160207
4776490;450,20160326
499959;5341,20160129
7110766;3532,20160326
5774858;2436,20160522
3396493;5591,20160327
6050358;6485,20160520
4942405;1520,20160204
2627113;7884,20160129
5050084;2709,20160124
4344371;5341,20160207
4714311;87,20160326
3901903;760,20160326
3020766;2660,20160614
2420680;5341,20160203
1199355;8305,20160428
5738470;6881,20160517
4794783;3621,20160519
4006972;5341,20160201
1801733;5341,20160201
4193142;2934,20160324
3171474;3381,20160129
1641035;2661,20160421
4337767;5614,20160521
978191;1715,20160324
5286653;760,20160524
6706497;6021,20160415
2683102;6454,20160207
2445796;6485,20160322
4466541;3532,20160322
2741100;2709,20160128
3751038;3710,20160130
7163253;5591,20160327
943677;3710,20160205
426479;3621,20160518
117907;2934,20160324
1704265;6485,20160204
6816933;5341,20160128
6395227;8181,20160326
2907269;1080,20160517
3996664;4860,20160127
466054;6485,20160323
162967;2783,20160327
6329828;4472,20160521
775814;3381,20160129
1723789;876,20160507
5610389;3381,20160127
1046487;6189,20160323
2051257;3381,20160129
440053;3381,20160123
7016543;2099,20160207
4819020;2934,20160323
465526;3381,20160124
2133061;3381,20160124
5633746;1080,20160517
2331290;4084,20160418
4304083;3381,20160129
6646155;2709,20160125
4162337;7113,20160531
2972938;7483,20160324
2587569;7974,20160324
4838762;3381,20160128
5636271;3381,20160129
3835970;7098,20160420
1578770;3381,20160129
4344087;1941,20160327
2576355;6901,20160325
5514070;209,20160106
4670567;2099,20160201
2525727;7221,20160522
5620552;3550,20160112
4864755;6485,20160130
5065083;4860,20160127
5571262;3750,20160102
6042477;4860,20160124
501506;7301,20160519
5351500;7910,20160323
5901610;7913,20160427
2507110;3532,20160323
961889;7706,20160129
6087781;2422,20160321
4355046;3381,20160129
4444236;5075,20160528
2201821;1715,20160324
5243748;5341,20160207
2587631;1945,20160326
3886810;8390,20160522
588085;1080,20160525
2907393;5113,20160326
1789335;5341,20160207
3225820;5341,20160207
1364963;2934,20160325
3649301;450,20160513
4550540;2099,20160207
448706;1080,20160601
2649975;5341,20160207
5516356;3381,20160129
6368491;5010,20160501
3632481;1469,20160615
5194415;7913,20160427
3288274;8181,20160407
5572522;3532,20160324
4782706;8181,20160522
7213707;6504,20160325
945032;6485,20160321
2592935;5195,20160425
3270966;5341,20160207
6433678;3381,20160129
6601410;3381,20160123
4222655;3381,20160128
1172868;3381,20160129
6053257;1072,20160326
5769420;5113,20160326
2843228;3381,20160128
3294684;2934,20160323
2218472;5341,20160207
925557;171,20160219
325281;380,20160326
3140452;3621,20160518
6741125;970,20160321
722726;7019,20160129
1492012;5341,20160131
3491122;3381,20160129
1617811;2436,20160520
2631300;6372,20160615
4588817;6363,20160522
1954247;3381,20160129
487107;3381,20160123
4243948;7679,20160322
2007192;5341,20160207
5559022;1080,20160517
5030252;1715,20160321
6005721;6683,20160329
4897787;2709,20160130
1008936;2099,20160208
5934045;7221,20160325
6559550;8386,20160125
973334;2934,20160321
4488956;6284,20160202
2502535;2099,20160207
2991943;6650,20160326
4640625;2934,20160321
5848842;1560,20160530
5482951;4860,20160207
1637394;5341,20160207
5004640;1520,20160124
3236191;7724,20160326
5892298;5858,20160323
3188728;6378,20160218
3424516;2099,20160207
5915046;3381,20160123
1402217;5341,20160201
2679848;6885,20160323
1439438;3381,20160129
3668496;5341,20160207
436460;3621,20160519
235632;2934,20160323
7239008;5774,20160519
3005221;1715,20160322
1639823;2709,20160131
6326845;7932,20160426
6080654;5341,20160202
4951998;5084,20160523
608731;5341,20160207
1739691;3381,20160125
5681872;3381,20160124
2680763;7245,20160523
3282355;3381,20160128
5821842;5341,20160207
3238170;7958,20160426
6250698;5341,20160128
6433012;3381,20160131
6749861;1080,20160531
948349;5341,20160129
1375522;3381,20160129
2838179;5341,20160130
6788108;3381,20160129
1081351;7717,20160522
3186510;5341,20160130
4318680;2934,20160326
1466846;3621,20160519
1723128;2934,20160327
1201483;4906,20160321
2087432;2010,20160316
7294559;5341,20160207
5664765;3381,20160128
5861271;5010,20160428
5172694;6424,20160128
5166985;7706,20160129
38280;2709,20160127
442522;7717,20160325
2672928;5341,20160207
6958010;3381,20160128
5148089;6284,20160124
2565158;6284,20160124
1545047;6485,20160325
2873631;4833,20160130
5932412;7019,20160128
2795072;3381,20160128
1165193;8305,20160429
4182287;6485,20160212
150320;7113,20160516
555259;5341,20160131
7086611;1469,20160524
2461650;7884,20160527
5654682;3381,20160130
2572915;3381,20160123
1233473;1469,20160521
5361474;2099,20160207
4624656;2934,20160325
4305274;2099,20160207
6302413;2934,20160326
5969867;6446,20160523
2367309;3381,20160128
4616221;3381,20160129
5333355;3381,20160129
7061203;7602,20160522
1808432;5420,20160523
4368351;1715,20160326
2772619;1244,20160602
339191;7679,20160323
6683794;8305,20160511
1273403;5341,20160128
6098707;3532,20160326
342835;5341,20160207
4632680;4579,20160325
7244708;5341,20160207
3915377;3597,20160323
5741332;1656,20160405
7158198;7113,20160606
4418390;7555,20160126
4834632;7555,20160326
6654037;4771,20160325
3637843;2934,20160325
5925954;2099,20160207
2989840;3532,20160324
5692125;7019,20160129
4515238;924,20160325
6797671;7974,20160125
4802183;3381,20160129
1076231;3621,20160519
4816111;611,20160323
6032619;8305,20160428
6536161;6485,20160323
1037214;6534,20160522
309119;2099,20160207
481107;3381,20160129
2756249;3381,20160128
3330483;2934,20160325
2599145;3381,20160129
1629787;2436,20160520
4318031;2934,20160323
3935559;2099,20160229
5333348;8614,20160324
5562145;3381,20160128
5808386;760,20160325
7025421;5341,20160124
851121;8349,20160524
7322894;3251,20160326
175953;3532,20160327
1139464;6380,20160427
6791034;7483,20160322
5563560;3381,20160129
5114894;1379,20160323
3903944;3381,20160129
1551142;1945,20160505
2913382;5341,20160207
1199859;5113,20160326
2042259;2709,20160124
5115843;8021,20160519
4628719;6284,20160125
5314477;3621,20160519
6924894;3381,20160128
5543120;3381,20160129
2839582;7717,20160528
905529;2342,20160324
3422197;1433,20160323
2355890;3283,20160321
5204901;5413,20160524
2164415;5341,20160129
1143233;1644,20160324
448197;3381,20160128
3075216;8363,20160319
4943875;7910,20160324
3362766;8037,20160322
37972;6650,20160321
3602677;3381,20160129
7204749;2099,20160207
5741939;6901,20160321
145067;4833,20160130
575585;4860,20160126
4206425;6284,20160125
6598917;642,20160325
3850312;8422,20160507
1927416;3381,20160129
1990233;5341,20160125
3181925;5591,20160321
5082356;6485,20160325
737716;1080,20160517
3708789;2934,20160322
2073117;6434,20160125
4402319;6424,20160129
3359086;1941,20160323
3206227;6485,20160324
2355728;2709,20160123
6110635;6284,20160125
2495284;775,20160524
6227092;1169,20160129
3422227;7974,20160322
4804977;6901,20160322
6298011;2099,20160207
2443121;1080,20160525
6396649;2099,20160207
2324258;4720,20160326
5479458;4860,20160130
183341;7418,20160611
4668632;4195,20160326
2885708;8775,20160324
42099;6901,20160324
3099764;649,20160521
3872492;3381,20160129
4335755;1080,20160520
6329788;2099,20160127
741871;2099,20160207
2830112;6135,20160615
3669563;3381,20160129
41627;6485,20160325
4224624;5717,20160323
5896348;2099,20160207
620166;2914,20160526
2281722;6021,20160415
2758366;5341,20160128
413348;4660,20160123
3296062;5010,20160429
6496022;2709,20160127
3687977;3381,20160129
806745;3381,20160129
1052067;2099,20160207
3503531;3958,20160611
6934466;1469,20160123
1819951;4660,20160125
6912337;2938,20160515
2535182;6284,20160125
6516026;7612,20160507
317983;1433,20160321
1743031;5341,20160126
1129614;7221,20160521
2683939;1057,20160524
4951334;3381,20160129
2869495;2099,20160207
678164;8386,20160123
5597924;6485,20160324
5173805;6284,20160125
3894118;3117,20160604
3809285;2099,20160207
1803363;1469,20160528
304573;6454,20160203
3691111;5341,20160130
4479662;7221,20160324
5905949;797,20160525
2191970;3621,20160520
6859606;970,20160322
7167247;2934,20160403
947593;3532,20160325
176200;4833,20160130
2176696;2934,20160327
4659927;3381,20160129
3463156;2934,20160322
3764463;2934,20160325
5777437;8181,20160407
1930873;6446,20160530
1819660;2709,20160124
4371311;3621,20160519
1446503;5341,20160131
4137887;3381,20160124
5617198;7213,20160521
3951569;1125,20160521
7222612;1041,20160110
6921365;5341,20160128
1819676;2709,20160131
171216;3293,20160522
4066778;3381,20160129
2561305;8390,20160324
5853463;1569,20160128
4721887;7884,20160325
275277;2237,20160521
6204830;7903,20160327
4001907;8614,20160322
6834590;2099,20160207
2292130;1080,20160517
7165725;3381,20160129
5215483;6485,20160326
4555016;2934,20160322
7215244;2342,20160321
7052368;7221,20160321
4462737;5341,20160130
1050787;3381,20160205
3580152;911,20160522
3199066;8614,20160321
3831890;7483,20160326
4324633;490,20160429
572589;5341,20160207
830933;5341,20160203
6213682;7724,20160323
2837256;6485,20160323
5798224;4860,20160123
3282896;2934,20160323
6098957;760,20160322
5637856;3283,20160327
1868124;209,20160105
572538;5341,20160202
1664209;7717,20160326
6001640;3381,20160129
3441966;7213,20160525
697741;3611,20160209
4981414;5341,20160127
4246523;8386,20160123
3604658;7221,20160522
2285203;5591,20160323
6898976;6485,20160322
1646814;5341,20160129
4118639;8775,20160322
2571276;5341,20160207
4601237;4308,20160325
1405396;3381,20160129
4026380;7974,20160324
635476;1044,20160524
1835133;2099,20160203
7159546;6619,20160507
4445739;3532,20160327
4505549;5428,20160523
7227773;3381,20160129
6586097;2709,20160124
6225815;8386,20160123
2208458;2934,20160324
3586876;2934,20160321
1515345;5341,20160127
5648150;5341,20160201
5691323;797,20160326
58581;7076,20160525
1029632;1125,20160325
1615587;8386,20160125
1987478;3381,20160126
3382249;1379,20160323
6056595;7019,20160130
1007928;1569,20160130
5784905;760,20160323
4904933;7717,20160530
6319951;450,20160327
6565947;5341,20160207
3976979;1569,20160130
6334011;6787,20160531
1750621;208,20160323
1844164;1469,20160522
4844757;2934,20160323
427295;2099,20160204
5534409;3381,20160129
4943246;760,20160322
5382609;3495,20160514
2491230;3381,20160124
1838257;7974,20160125
5491551;3621,20160518
6300649;7019,20160130
3316808;3673,20160512
2169317;2969,20160531
1759579;6454,20160203
1284984;5341,20160207
3486269;3710,20160125
4072844;5010,20160428
2863007;3809,20160511
5743580;5483,20160521
2677250;1469,20160524
3555810;2436,20160322
4596363;4860,20160131
5107592;4860,20160127
7313603;1715,20160326
3492491;8305,20160428
2699889;3381,20160125
480360;7717,20160228
6180963;2634,20160129
4922868;6485,20160325
2669344;5341,20160207
4234490;3441,20160505
5903890;3786,20160323
6504797;5341,20160207
803892;2099,20160207
4425585;2372,20160401
2753639;5341,20160207
1926798;7974,20160129
2950047;2934,20160327
2920896;3381,20160124
1088910;2342,20160327
916701;2934,20160323
6402558;3381,20160128
2849668;611,20160323
2885021;6485,20160321
1142646;4472,20160521
1913037;8181,20160409
3105248;5341,20160207
6682829;2709,20160124
1532128;2615,20160522
4228749;4195,20160326
2024511;4953,20160519
3561989;3532,20160321
49927;7913,20160322
4128450;2099,20160207
3828062;3532,20160323
7172155;6646,20160531
5810804;3381,20160129
2539075;2934,20160322
5299641;3597,20160613
4885203;7717,20160614
2144695;4660,20160123
5730830;6440,20160612
3954424;1941,20160326
2164890;7974,20160111
2346311;3381,20160129
5546957;2436,20160327
6950542;2934,20160321
3882938;8390,20160325
7234995;6683,20160326
3833908;1715,20160323
2833266;6434,20160123
534534;3381,20160129
4450989;2020,20160523
6818930;2099,20160207
6717971;450,20160127
2996836;5341,20160207
5418555;3381,20160128
3295848;1469,20160601
868751;2934,20160326
959044;3532,20160327
5377754;7483,20160325
4812482;5341,20160207
5586166;7910,20160321
1586839;7910,20160325
925779;5341,20160207
5181492;3117,20160601
6813761;5341,20160127
7142910;3381,20160123
4648938;7884,20160429
7153283;2382,20160522
1122309;6122,20160521
3211558;2934,20160325
5234111;5341,20160131
7316481;3381,20160129
1667480;8386,20160124
4383165;8181,20160407
2554850;5341,20160129
5089827;4860,20160124
5350840;6485,20160326
6034386;42,20160323
3195090;833,20160302
5630266;2934,20160323
6514920;5341,20160207
2365327;2934,20160323
6656327;2099,20160207
6379048;2868,20160514
1271798;1715,20160324
2400614;2610,20160322
4090409;8390,20160322
1823113;7555,20160125
717403;7913,20160427
6727196;1469,20160603
1363793;3381,20160128
1867784;3954,20160606
3649380;5341,20160207
723711;1433,20160326
2570165;2934,20160321
4737913;1390,20160601
4783010;6485,20160327
2226358;3381,20160129
2306454;8181,20160407
1990930;2099,20160207
7035976;3381,20160124
6415986;2934,20160327
3420280;5152,20160325
5431828;450,20160519
1003493;4134,20160529
4667951;3381,20160129
1550641;2709,20160201
5682442;2934,20160323
3291699;4195,20160327
7289626;611,20160323
4335972;5341,20160207
502073;1936,20160522
7275742;4142,20160131
722725;7354,20160601
4176891;2709,20160203
6376649;5341,20160207
6494443;5006,20160322
6006089;3381,20160125
1182189;2050,20160615
5676000;4860,20160125
3136316;742,20160327
2410018;4195,20160321
2239928;3621,20160518
3924434;5341,20160127
3402307;2099,20160124
5146242;4471,20160428
5358682;4860,20160125
1097002;5341,20160127
23472;4860,20160131
2066898;2146,20160131
1683841;4953,20160526
1028029;3381,20160125
868672;3381,20160129
6847258;6485,20160322
6159675;5341,20160129
15058;5341,20160207
1188876;7805,20160522
4784513;2934,20160321
5687380;4759,20160601
3428417;8211,20160204
4028921;3381,20160123
6884483;5341,20160201
7075338;6485,20160327
1226742;2934,20160326
807817;2099,20160207
3783479;5341,20160131
1163644;8775,20160524
6229198;797,20160422
3957379;8660,20160524
1479357;2934,20160325
4799667;814,20160325
5515386;7573,20160518
3597324;5341,20160207
4711742;3381,20160124
5652887;150,20160323
4410388;4860,20160428
2472830;3381,20160129
6681574;5341,20160126
2973140;3101,20160516
3288966;3381,20160124
3779471;2099,20160207
823650;2099,20160206
2870306;5341,20160128
4414407;3182,20160322
6996983;1941,20160522
4926972;5341,20160203
2802391;1041,20160321
3527545;4142,20160129
2663309;2934,20160327
3848233;1080,20160517
6986716;3381,20160128
5999267;760,20160129
1291006;3101,20160510
4579910;5341,20160207
5352845;6092,20160422
3909545;7974,20160326
5126035;1125,20160321
5410336;7717,20160323
2716881;2934,20160323
4475709;209,20160514
3307826;8181,20160322
2458807;6378,20160221
3322789;5341,20160207
6912166;3381,20160124
4092405;4195,20160327
6758600;5341,20160207
6503176;1945,20160321
5406638;1379,20160326
5120535;2934,20160325
2561018;1433,20160326
95886;6825,20160318
6661212;1941,20160321
690183;3381,20160125
1799508;7221,20160323
4195820;2436,20160325
1202014;3381,20160123
6109778;42,20160323
6934166;1569,20160128
1852333;3381,20160128
3261812;4660,20160126
4187305;1169,20160129
2429250;3094,20160615
3503384;5341,20160201
1473861;5341,20160207
2845302;1125,20160324
2868138;2322,20160410
3145618;3722,20160523
5469424;4885,20160412
2134274;7974,20160125
165113;3381,20160129
2446000;7910,20160326
873461;3293,20160523
4105170;6021,20160414
2078118;2731,20160327
4373177;3381,20160129
3925019;6485,20160323
4309340;3381,20160125
1965743;1080,20160516
3483713;4433,20160205
5016184;2934,20160322
3689169;4043,20160323
2759759;6485,20160323
1912286;2934,20160326
693557;3381,20160124
5157797;3630,20160322
1107203;5341,20160207
4136495;2934,20160327
4672146;8386,20160123
4152362;7974,20160321
7041462;3381,20160124
417360;5341,20160207
2024132;8037,20160327
5871379;1169,20160128
5474529;2934,20160327
4974745;7974,20160128
803441;1941,20160326
6363395;6816,20160414
5839736;7438,20160423
4017504;450,20160203
2046893;3381,20160129
2912191;6284,20160125
795723;3597,20160326
3365309;3621,20160327
4047186;5010,20160428
44456;2934,20160327
6091363;4860,20160131
7292328;3381,20160128
6032040;3381,20160124
6710884;3381,20160128
5628628;450,20160325
1406208;5341,20160226
3166227;3673,20160510
1032118;207,20160424
3172631;2709,20160126
2663141;7354,20160529
6128939;1125,20160521
6455120;3381,20160123
867966;5341,20160130
3598345;5341,20160207
5370187;7113,20160328
6643687;4579,20160321
5807439;2099,20160207
2208359;2934,20160322
1023876;5341,20160207
264449;5341,20160130
139972;6424,20160130
715378;1080,20160517
711423;4660,20160125
950092;5341,20160207
889316;8473,20160323
5822049;6485,20160324
2157591;8181,20160407
4515438;3381,20160126
6190429;7921,20160513
3253417;1125,20160325
1180131;4860,20160127
2941201;760,20160323
856258;3283,20160325
1162608;2099,20160207
5641727;7374,20160531
6337554;3381,20160129
4460680;3283,20160321
1973580;7076,20160514
7094764;1715,20160327
3551175;3381,20160124
789511;8305,20160511
1494932;797,20160323
5874265;450,20160323
5942381;1080,20160525
4978521;5341,20160205
2000027;5341,20160128
311805;7903,20160321
2035863;3381,20160124
451484;2036,20160415
5422877;5341,20160207
6269643;4234,20160520
79984;8476,20160327
5406683;3381,20160129
614315;3621,20160519
6152013;5341,20160207
1585529;6424,20160129
2370836;4860,20160207
1185302;6378,20160226
1296684;2709,20160125
4897557;3630,20160326
2155700;1125,20160323
3658680;7555,20160325
569751;5341,20160204
4840965;3338,20160327
3346062;6901,20160321
6242579;4860,20160124
4804872;5341,20160207
3613167;1498,20160526
6594280;6454,20160130
4607171;1080,20160608
3656230;1469,20160521
1581970;5341,20160207
623485;3381,20160225
1915688;5341,20160207
4828707;3532,20160325
2741949;1080,20160530
1193437;1614,20160322
4656878;5341,20160127
7262809;3381,20160129
6273382;8305,20160511
4700372;760,20160322
6841102;6284,20160125
6491509;6424,20160129
1814130;1390,20160415
4186542;342,20160525
3019076;4860,20160127
2815104;576,20160607
6960651;2709,20160131
2963869;5341,20160131
1395862;1941,20160323
6484263;3381,20160129
313964;3710,20160123
2287052;6485,20160323
1586364;3381,20160129
4180619;8181,20160609
1828743;6650,20160327
7135817;2146,20160129
3197553;1941,20160325
4054431;5341,20160201
2144213;6485,20160326
6125834;8506,20160522
3698674;7113,20160605
4242241;3251,20160326
896086;797,20160421
5378130;3381,20160128
6550341;3381,20160129
54216;2934,20160325
2429539;8181,20160324
3618189;6485,20160324
1364496;3381,20160129
695975;2099,20160207
2712499;4660,20160124
3061626;3381,20160129
3512126;6485,20160325
1424962;5643,20160421
2172957;3381,20160128
1683293;4883,20160502
2235393;7176,20160606
3274710;2934,20160323
2812873;3381,20160123
6575734;1631,20160327
3635411;7903,20160325
1990722;5341,20160129
1498667;5866,20160522
2544198;4883,20160510
1990825;1080,20160525
3049866;5341,20160128
3725606;1526,20160602
6504201;1715,20160323
1110887;7555,20160106
6770534;3381,20160128
6636787;7605,20160609
1005449;3890,20160522
3032670;380,20160325
3952281;2099,20160207
2435698;6485,20160322
437065;4433,20160131
6449559;1080,20160517
419063;1469,20160611
5863388;2934,20160327
5030423;5341,20160207
1920560;7717,20160606
1118236;8181,20160407
2137127;2709,20160125
1472887;6485,20160321
7084221;1623,20160324
4638433;4860,20160129
4719452;6434,20160126
1166902;3381,20160129
700488;3630,20160321
772298;1941,20160324
5057148;6803,20160321
827524;3284,20160323
3504537;5717,20160124
4936960;2709,20160125
5762823;2934,20160322
3834608;8181,20160324
3479380;3381,20160123
761541;4043,20160327
6540455;3550,20160107
3258953;7910,20160323
350637;4053,20160308
4456713;8181,20160407
3334991;6542,20160517
6285883;3381,20160129
581670;6485,20160322
4390048;2709,20160131
6717886;5341,20160201
2625196;2099,20160207
4026408;3381,20160129
3389947;6424,20160128
486757;1080,20160517
6789010;6034,20160614
3628402;2813,20160524
3377355;1469,20160525
6077199;3381,20160124
4847919;7019,20160129
1341497;1253,20160429
7334581;2709,20160129
7235057;3381,20160130
4747492;4242,20160325
1006863;4472,20160521
1502713;8181,20160407
1566990;2099,20160207
271870;7974,20160326
7333525;8181,20160430
4484613;1125,20160323
6876141;7884,20160323
2463796;5341,20160207
1483375;3381,20160129
1383031;2333,20160523
7153492;5341,20160128
6299582;6134,20160521
3153641;2619,20160131
4366858;970,20160522
1309775;5341,20160201
4569817;7801,20160428
7104338;3381,20160127
181483;2934,20160321
1735204;4083,20160326
4079732;1125,20160321
3734000;450,20160525
6958741;2934,20160325
313414;8181,20160407
3442925;1169,20160129
1979538;3621,20160323
3329233;7113,20160524
3049031;1072,20160306
6110146;3313,20160322
4320550;7245,20160609
3800226;1379,20160326
5072612;6016,20160527
1803235;1379,20160327
2012197;1941,20160323
610742;2146,20160129
6627641;4382,20160519
1402658;388,20160523
6941784;6424,20160130
4458579;760,20160326
3095018;2934,20160325
1068937;2934,20160327
4209053;2934,20160322
2691839;797,20160322
5799739;380,20160321
6026315;3381,20160129
3610344;3381,20160128
436713;1469,20160603
3124421;4660,20160125
3162667;2434,20160522
2913994;1379,20160322
1458520;2934,20160322
4462998;8305,20160428
2566410;6485,20160322
2467222;6021,20160415
2690513;2099,20160207
653182;2934,20160325
3268755;760,20160327
1586839;1715,20160323
1669967;8011,20160325
2428390;4771,20160325
78219;5341,20160131
3265905;7555,20160124
410120;3251,20160327
221969;576,20160609
3320963;2709,20160126
1670327;4070,20160321
6034244;7135,20160504
1290471;1715,20160327
4670805;1080,20160517
3078739;8186,20160417
3493898;1860,20160429
2999500;8181,20160407
4760491;2934,20160325
6951488;7706,20160129
2160035;2804,20160326
3935879;3381,20160129
1197419;450,20160324
4306231;8181,20160423
941396;2099,20160207
5553274;2709,20160130
6832150;7113,20160505
1698657;1379,20160324
4754348;5341,20160207
1221507;3381,20160129
3734201;2709,20160124
1076464;797,20160609
4081974;5341,20160207
4880550;3381,20160124
2528454;8386,20160127
507351;3283,20160324
4807100;7884,20160426
5279440;1623,20160323
4275717;3381,20160129
1985254;1080,20160528
3474825;3621,20160519
5646007;970,20160523
2973138;6020,20160317
5420748;8181,20160322
4367440;3621,20160519
4353609;3173,20160523
1637269;6485,20160325
1827676;3532,20160325
5793652;2709,20160124
2165806;2934,20160323
269659;1433,20160325
4071724;775,20160520
1812865;3621,20160519
6267494;3381,20160129
6092858;1080,20160601
2068797;5341,20160207
1972842;8050,20160520
4152496;42,20160325
3188841;5341,20160207
7296262;411,20160529
1976088;1469,20160612
716313;8614,20160327
4656984;760,20160325
2072981;4860,20160201
4387809;8734,20160608
5845782;1715,20160323
5100455;1941,20160321
4878950;4860,20160127
4930121;4833,20160130
4961636;3381,20160128
3455561;5341,20160207
4812557;6485,20160602
2844816;2934,20160322
3268810;3570,20160521
3207232;6284,20160124
3422274;1398,20160523
923007;3381,20160129
4079784;2342,20160322
954346;3381,20160124
6911808;1433,20160324
723168;3381,20160125
4396100;3381,20160129
4103690;3117,20160530
7336837;5152,20160324
3398555;4860,20160131
85949;1379,20160327
7056178;380,20160326
1751612;7717,20160609
1002545;3381,20160128
2873644;3046,20160602
4649022;3381,20160128
5173805;5341,20160127
2412705;2622,20160327
5644313;5236,20160602
884716;6485,20160326
6736561;2709,20160129
6663174;7555,20160327
3018367;797,20160520
6306479;4860,20160131
6373754;6485,20160325
897113;3381,20160128
6390517;3283,20160324
6524505;3293,20160520
446798;797,20160523
732262;7314,20160508
3050077;6485,20160325
3183407;3381,20160128
6475791;3786,20160327
4556151;5341,20160129
3316967;3381,20160130
4742988;1941,20160322
2439119;3381,20160129
4856596;2934,20160325
5095976;3381,20160125
3475362;6454,20160204
3782016;450,20160526
1545084;1469,20160606
2141346;6020,20160317
2046458;7314,20160506
5334968;6485,20160323
4631692;50,20160602
1559690;7921,20160430
1536443;6485,20160322
733744;2146,20160130
395827;3621,20160519
597916;1083,20160515
3117105;8614,20160326
3127724;1080,20160526
3626523;2436,20160324
4054279;3630,20160327
512701;8181,20160407
1238058;4433,20160131
6355645;4195,20160323
126331;4833,20160130
1758216;5341,20160201
439201;1080,20160525
2666204;5341,20160207
6824340;8181,20160407
4461833;5341,20160207
2739177;1469,20160531
7188343;5341,20160207
3617496;3381,20160126
3967858;8305,20160511
2454296;3381,20160130
5949693;3381,20160123
5125784;3621,20160518
2629468;2934,20160327
574612;6284,20160125
1438975;5341,20160130
6126797;6485,20160326
4879256;6901,20160324
6337533;2783,20160327
5152395;5341,20160125
4194517;380,20160321
3091961;3381,20160129
5769306;5341,20160207
2129713;1715,20160326
1178059;7019,20160129
3325483;2099,20160216
6250814;2436,20160327
7131332;3621,20160519
5770911;1732,20160323
6528318;7717,20160520
2265360;6901,20160329
3015507;6284,20160125
696180;3550,20160119
2434153;3786,20160326
1210200;3381,20160123
290000;3532,20160324
1066588;1379,20160323
6055187;2709,20160202
2491890;8390,20160324
2609899;3381,20160128
5095872;3381,20160128
188177;7884,20160501
733744;7019,20160130
5403417;6885,20160522
864203;5152,20160326
3611522;7418,20160604
2101202;3381,20160128
3582429;2709,20160204
5295417;3381,20160129
6055938;3987,20160515
1172779;2709,20160124
729332;2765,20160521
5322630;3621,20160519
5970103;8181,20160321
2923080;8386,20160124
3965062;3381,20160129
2980759;3381,20160129
3482415;3381,20160126
5112873;4660,20160124
761526;6284,20160124
1668686;7555,20160126
3758084;4433,20160131
307289;3381,20160126
2659041;3750,20160125
2897621;2934,20160327
5958632;6485,20160602
2533107;6485,20160324
484020;2099,20160131
4851812;5341,20160201
2665980;4753,20160414
4624769;797,20160326
5091324;3381,20160129
3226924;1715,20160324
3796471;2099,20160207
3145998;1080,20160525
4198062;2099,20160131
617150;4860,20160207
4226805;5053,20160510
6363904;4860,20160131
6425026;5341,20160201
7358445;5341,20160201
2296734;4860,20160126
5560974;5341,20160131
1422663;8181,20160326
868584;5341,20160207
4584086;5341,20160129
665597;642,20160321
6251891;5821,20160415
4164902;5341,20160207
4026613;5341,20160128
6049458;2709,20160128
5739456;2934,20160322
5572845;6284,20160125
387418;3381,20160123
952332;3022,20160520
59809;3621,20160322
1698358;6284,20160124
2952480;4860,20160128
4698658;5688,20160323
3022578;5341,20160207
4897147;8775,20160326
4367971;4860,20160205
1329418;6485,20160323
7037590;7974,20160325
412757;8181,20160407
1564503;3381,20160125
266064;6683,20160324
6683115;3381,20160129
6581763;6508,20160521
2501357;5341,20160131
